Year;Rank;School;Location;VCE_Studies;VCE_Stsnts;VCE_Compl_%;Median_VCE_Score;VCE_40+_%;VCEs_40+;VCEs_48+;VCEs_50;Stdnts_40+;Stdnts_48+;Stdnts_50
2018;387;Mountain District Christian School;Monbulk;13;20;100;27;2,3;1;0;0;1;0;0
2018;388;Mountain District Learning Centre;Ferntree Gully;7;0;0;0;0;0;0;0;0;0;0
2018;389;Mullauna College;Mitcham;29;99;100;30;5,2;15;3;0;8;2;0
2018;390;Murrayville Community College;Murrayville;10;23;100;33;4,8;0;0;0;0;0;0
2018;391;Murtoa P-12 College;Murtoa;23;35;94;29;8,9;6;0;0;6;0;0
2018;392;Myrtleford P-12 College;Myrtleford;19;22;100;24;0;0;0;0;0;0;0
2018;393;Nagle College;Bairnsdale;38;137;100;28;2;8;0;0;7;0;0
2018;394;Narre Community Learning Centre;Narre Warren;7;14;0;0;0;0;0;0;0;0;0
2018;395;Narre Warren South P-12 College;Narre Warren South;44;300;100;32;10,7;32;2;1;24;2;1
2018;396;Nathalia Secondary College;Nathalia;29;39;100;23;0;1;0;0;1;0;0
2018;397;Nazareth College;Noble Park North;52;169;100;29;4,7;24;3;2;19;2;2
2018;398;Neerim District Secondary College;Neerim South;24;32;100;28;0;0;0;0;0;0;0
2018;399;Nestoras College Doncaster;Doncaster;;;;;;1;0;0;1;0;0
2018;400;New Century Chinese Language School;Burwood East;;;;;;4;0;0;4;0;0
2018;401;New Chinese Language and Culture School Thornbury;Thornbury;;;;;;5;0;0;5;0;0
2018;402;Newcomb Secondary College;Newcomb;45;84;93;27;0;0;0;0;0;0;0
2018;403;Newhaven College;Rhyll;29;129;100;31;8,2;28;2;1;17;2;1
2018;404;Nhill College;Nhill;20;40;100;28;1,9;2;0;0;2;0;0
2018;405;Noble Park Secondary College;Noble Park;32;82;93;26;0,5;0;0;0;0;0;0
2018;406;North Geelong Secondary College;Geelong North;56;165;97;26;1,6;4;0;0;4;0;0
2018;407;North Melbourne Grammar College;North Melbourne;10;26;88;25;0;0;0;0;0;0;0
2018;408;North Ringwood Community House;Ringwood North;7;5;0;0;0;0;0;0;0;0;0
2018;409;Northcote High School;Northcote;83;448;98;30;6,6;81;4;3;63;4;3
2018;410;Northern Bay P-12 College;Corio;55;71;91;22;2,2;3;0;0;1;0;0
2018;411;Northern College of Arts and Technology;Preston;49;286;97;27;2,5;3;0;0;3;0;0
2018;412;Northside Christian College;Bundoora;21;38;100;30;14,6;12;0;0;7;0;0
2018;413;Norwood Secondary College;Ringwood;45;272;100;29;5,9;37;1;0;28;1;0
2018;414;Nossal High School;Berwick;42;422;99;35;26,1;286;14;5;172;14;5
2018;415;Notre Dame College;Shepparton;54;355;99;29;4,9;37;0;0;28;0;0
2018;416;Numurkah Secondary College;Numurkah;25;51;94;27;2,9;1;0;0;1;0;0
2018;417;Nunawading Christian College;Nunawading;17;40;100;32;11,1;11;2;0;7;2;0
2018;418;Oakleigh Grammar;Oakleigh;23;93;100;29;1,7;0;0;0;0;0;0
2018;419;Oakwood School;Caulfield North;16;69;0;0;0;0;0;0;0;0;0
2018;420;Oberon High School;Armstrong Creek;49;98;98;27;4,6;10;2;0;5;2;0
2018;421;Orbost Secondary College;Orbost;18;65;93;24;0;0;0;0;0;0;0
2018;422;Our Lady of Mercy College;Heidelberg;46;294;100;32;11,5;97;5;1;63;5;1
2018;423;Our Lady of Sacred Heart College;Bentleigh;44;176;99;33;11,5;48;1;0;35;1;0
2018;424;Our Lady of Sion College;Box Hill;38;208;100;33;12,7;86;6;3;57;5;2
2018;425;Ouyen Secondary College;Ouyen;16;33;100;27;7,5;5;0;0;2;0;0
2018;426;Overnewton Anglican College;Keilor;44;239;99;30;5;38;2;1;22;2;1
2018;427;Oxley Christian College;Chirnside Park;32;135;100;32;8,7;36;2;0;24;2;0
2018;428;Ozford College;Melbourne;14;28;75;20;2,2;0;0;0;0;0;0
2018;429;Padua College;Mornington;69;541;99;30;4,3;57;0;0;44;0;0
2018;430;Pakenham Secondary College;Pakenham;48;120;100;27;1,9;4;0;0;4;0;0
2018;431;Parade College;Bundoora;50;451;100;30;7,5;67;3;0;42;2;0
2018;432;Parkdale Secondary College;Mordialloc;74;389;98;29;4,5;41;0;0;33;0;0
2018;433;Parkville College;Parkville;11;6;100;0;0;0;0;0;0;0;0
2018;434;Pascoe Vale Girls Secondary College;Pascoe Vale;40;250;99;27;2,4;12;0;0;10;0;0
2018;435;Patterson River Secondary College;Seaford;56;179;94;27;0;0;0;0;0;0;0
2018;436;Peninsula Grammar;Mount Eliza;40;287;99;32;10;80;3;0;53;3;0
2018;437;Peninsula Grammar Heze No 1 Middle School;Shandong, China;;;;;;10;2;2;5;2;2
2018;438;Peninsula Grammar Nanjing Experimental School;Nanjing, China;;;;;;3;0;0;3;0;0
2018;439;Peninsula Grammar Pudong Foreign Language School;Shanghai, China;;;;;;18;1;0;14;1;0
2018;440;Peninsula Grammar Zhengzhou Foreign Language School;Zhengzhou, China;;;;;;7;0;0;6;0;0
2018;;;;;;;;;;;;;;
2018;441;Penleigh and Essendon Grammar School;Keilor East;40;309;100;35;24,3;283;35;14;146;29;12
2018;442;Penola Catholic College;Broadmeadows;56;317;100;27;2,9;25;0;0;21;0;0
2018;443;Peter Lalor Secondary College;Lalor;14;20;0;0;0;0;0;0;0;0;0
2018;444;Phoenix P-12 Community College;Sebastopol;39;126;95;27;2;4;0;0;4;0;0
2018;445;Pines Learning;Doncaster East;3;4;0;0;0;0;0;0;0;0;0
2018;446;Plenty Valley Christian College;Doreen;39;114;100;29;4,2;15;1;1;13;1;1
2018;447;Point Cook Senior Secondary College;Point Cook;65;326;94;27;3,6;26;0;0;17;0;0
2018;448;Portland Secondary College;Portland;30;142;99;25;0,8;2;0;0;2;0;0
2018;449;Presbyterian Ladies College;Burwood;36;239;100;36;31,7;209;14;8;104;12;7
2018;450;Presentation College;Windsor;37;138;99;30;7,5;26;1;1;19;1;1
2018;451;Preshil The Margaret Lyttle Memorial School;Kew;24;27;96;30;3,7;3;0;0;2;0;0
2018;452;Preston Reservoir Adult Community Education;Reservoir;2;0;0;0;0;0;0;0;0;0;0
2018;453;Princes Hill Secondary College;Princes Hill;49;191;100;32;13,8;75;10;6;38;5;3
2018;454;Rainbow P-12 College;Rainbow;16;15;100;28;0;0;0;0;0;0;0
2018;455;Red Cliffs Secondary College;Red Cliffs;36;88;100;22;1,7;4;2;1;1;1;1
2018;456;Reflections Academy of Dance;Cranbourne;;;;;;1;0;0;1;0;0
2018;457;Reservoir High School;Reservoir;36;100;100;27;4,4;12;0;0;8;0;0
2018;458;Ringwood Secondary College;Ringwood;70;351;97;30;5,5;58;2;1;42;2;1
2018;459;River Nile School;North Melbourne;1;10;0;0;0;0;0;0;0;0;0
2018;460;RMIT TAFE;Melbourne;41;264;69;26;2,2;10;1;0;7;1;0
2018;461;Robinvale College;Robinvale;14;23;94;21;1,5;0;0;0;0;0;0
2018;462;Rochester Secondary College;Rochester;31;72;100;27;2,9;5;1;0;3;1;0
2018;463;Rosebud Secondary College;Rosebud;64;208;99;29;3,8;23;1;0;15;1;0
2018;464;Rosehill Secondary College;Niddrie;50;215;95;29;4,2;26;0;0;17;0;0
2018;465;Rowville Secondary College;Rowville;62;385;92;26;1,6;13;0;0;12;0;0
2018;466;Roxburgh College;Roxburgh Park;37;262;85;25;3,5;16;1;0;12;1;0
2018;467;Rushworth P-12 College;Rushworth;15;16;88;26;0;0;0;0;0;0;0
2018;468;Rutherglen High School;Rutherglen;23;45;100;28;4;1;0;0;1;0;0
2018;469;Ruyton Girls School;Kew;36;159;100;37;29,9;96;11;6;64;9;6
2018;470;Sacre Coeur;Glen Iris;29;156;100;36;26,5;119;9;4;67;7;3
2018;471;Sacred Heart College Geelong;Newtown;70;401;100;31;8;77;5;2;66;5;2
2018;472;Sacred Heart College Kyneton;Kyneton;40;195;100;31;6,6;36;0;0;25;0;0
2018;473;Sacred Heart College Yarrawonga;Yarrawonga;19;65;100;28;4,9;2;0;0;2;0;0
2018;474;Sacred Heart Girls College;Hughesdale;45;243;100;32;10,9;91;3;2;64;3;2
2018;475;Saint Ignatius College;Drysdale;46;259;100;31;6;47;1;0;37;1;0
2018;476;Sale College;Sale;32;128;99;25;1,2;2;0;0;2;0;0
2018;477;Salesian College Chadstone;Chadstone;42;214;99;31;6,4;47;2;1;28;1;1
2018;478;Salesian College Sunbury;Sunbury;51;273;99;29;3,1;25;2;2;21;2;2
2018;479;Sandringham College;Sandringham;65;280;95;28;3,8;22;1;0;19;1;0
2018;480;Santa Maria College;Northcote;51;236;100;31;7,9;60;3;0;45;3;0
2018;481;Scoresby Secondary College;Scoresby;28;50;100;28;1,6;1;0;0;1;0;0
2018;482;Scotch College;Hawthorn;45;450;100;35;21,6;294;29;14;179;21;11
2018;483;SEDA College;Hawthorn East;13;402;0;0;0;0;0;0;0;0;0
2018;484;Seymour College;Seymour;41;91;95;26;1,3;2;0;0;1;0;0
2018;485;Shelford Girls Grammar;Caulfield;35;131;100;35;22,3;81;8;2;52;5;2
2018;486;Shepparton Adult and Community Education;Shepparton;3;7;0;0;0;0;0;0;0;0;0
2018;487;Shepparton Christian College;Shepparton;23;26;100;27;1,4;1;0;0;1;0;0
2018;488;Shepparton High School;Shepparton;44;86;87;24;0,5;1;0;0;1;0;0
2018;489;Sherbrooke Community School;Sassafras;23;32;100;26;0;0;0;0;0;0;0
2018;490;Siena College;Camberwell;43;191;99;34;17,5;115;13;7;59;8;4
2018;491;Simonds Catholic College;Fitzroy North;32;91;100;29;2,7;7;1;1;6;1;1
2018;492;Sirius College Broadmeadows Campus;Broadmeadows;18;144;100;31;11,4;21;1;0;14;1;0
2018;493;Sirius College Dandenong Campus;Keysborough;17;57;100;28;5,8;4;0;0;4;0;0
2018;494;Sirius College Meadow Fair Campus;Broadmeadows;19;143;100;31;13,3;58;4;2;42;4;2
2018;495;Skillsplus;Frankston;14;6;0;0;0;0;0;0;0;0;0
2018;496;Somerville Secondary College;Somerville;25;44;100;26;0,9;1;1;0;1;1;0
2018;497;South Oakleigh Secondary College;Oakleigh South;30;100;95;29;2,8;5;1;1;3;1;1
2018;498;South West Institute of TAFE;Warrnambool;9;4;0;0;0;0;0;0;0;0;0
2018;499;Southern Cross Grammar;Caroline Springs;19;42;100;31;4,6;5;0;0;4;0;0
2018;500;Southern Grampians Adult Education;Hamilton;0;0;0;0;0;0;0;0;0;0;0
2018;501;Springvale Indo-Chinese Ethnic School Inc.;Springvale South;;;;;;3;0;0;3;0;0
2018;502;St Albans Secondary College;St Albans;51;246;97;30;6,5;39;0;0;32;0;0
2018;503;St Aloysius College;North Melbourne;40;118;100;30;7,8;21;2;1;14;2;1
2018;504;St Andrews Christian College;Wantirna South;34;67;97;31;8,2;14;0;0;9;0;0
2018;505;St Arnaud Secondary College;St Arnaud;27;35;91;24;1,1;1;0;0;1;0;0
2018;506;St Augustines College;Kyabram;35;85;100;28;3,9;8;1;0;6;1;0
2018;507;St Bedes College;Mentone;49;333;98;30;7,8;87;6;3;57;4;2
2018;508;St Bernards College;Essendon;45;327;100;31;8,8;94;4;1;57;4;1
2018;509;St Brigids College;Horsham;39;95;100;28;3,1;6;1;1;5;1;1
2018;510;St Catherines School;Toorak;39;149;100;35;19,6;51;6;1;25;6;1
2018;511;St Columbas College;Essendon;45;239;100;32;12,2;99;1;1;68;1;1
2018;512;St Francis Xavier College;Beaconsfield;62;541;99;30;5,3;75;2;1;58;2;1
2018;513;St Helena Secondary College;Eltham North;41;380;98;29;3,9;39;2;2;32;2;2
2018;514;St Johns Greek Orthodox College;Preston;19;22;94;29;4,3;2;0;0;2;0;0
2018;515;St Johns Regional College;Dandenong;44;247;100;27;2,7;18;0;0;12;0;0
2018;516;St Josephs College Echuca;Echuca;39;227;96;29;1,8;9;0;0;7;0;0
2018;517;St Josephs College Ferntree Gully;Ferntree Gully;47;257;100;30;5,7;28;1;1;21;1;1
2018;518;St Josephs College Geelong;Newtown;62;433;98;31;9,8;104;5;2;79;5;2
2018;519;St Josephs College Mildura;Mildura;41;122;100;29;5,6;15;1;0;10;1;0
2018;520;St Kevins College;Toorak;36;358;100;36;30,2;403;41;17;217;35;15
2018;521;St Leonards College;Brighton East;41;179;100;34;20,1;101;9;4;57;6;3
2018;522;St Margarets Berwick Grammar Berwick Campus;Berwick;28;98;100;34;17,2;43;4;2;25;4;2
2018;523;St Margarets Berwick Grammar Officer Campus;Officer;22;52;100;33;10,9;12;0;0;9;0;0
2018;524;St Mary MacKillop College;Swan Hill;27;109;100;30;4,8;12;2;1;12;2;1
2018;525;St Mary of the Angels College;Nathalia;50;119;100;30;4,2;12;0;0;10;0;0
2018;526;St Marys Coptic Orthodox College;Coolaroo;19;111;97;27;8,6;21;1;1;12;1;1
2018;527;St Michaels Grammar School;St Kilda;44;195;100;34;15,3;103;10;5;60;8;4
2018;528;St Monicas College;Epping;53;373;100;29;3,4;43;3;3;33;3;3
2018;529;St Patricks College;Ballarat;48;344;100;30;5,4;52;3;2;39;3;2
2018;530;St Pauls Anglican Grammar School;Warragul;35;141;100;33;12,7;61;5;1;37;5;1
2018;531;St Peters College;Cranbourne;68;319;100;27;0,9;7;0;0;7;0;0
2018;532;St Thomas Aquinas College;Tynong;12;18;100;32;8,6;6;0;0;3;0;0
2018;533;Star of the Sea College;Brighton;45;288;100;34;16,5;139;5;3;84;4;2
2018;534;Staughton College;Melton South;33;122;98;26;0,4;1;0;0;1;0;0
2018;535;Stawell Secondary College;Stawell;32;79;98;26;0,5;1;0;0;1;0;0
2018;536;Stonnington School of Dance;Murrumbeena;;;;;;1;1;1;1;1;1
2018;537;Stotts Colleges Melbourne;Melbourne;10;19;93;25;0;0;0;0;0;0;0
2018;538;Strathcona Girls Grammar School;Canterbury;35;159;100;35;24,6;116;3;2;66;3;2
2018;539;Strathmore Secondary College;Strathmore;42;361;98;31;8,6;95;3;0;56;3;0
2018;540;Sunbury College;Sunbury;46;192;98;26;1,6;8;0;0;7;0;0
2018;541;Sunbury Downs Secondary College;Sunbury;29;131;100;31;9,9;20;0;0;12;0;0
2018;542;Sunraysia Institute of TAFE;Mildura;2;7;0;0;0;0;0;0;0;0;0
2018;543;Sunshine College;Sunshine West;41;209;98;29;4,7;16;1;0;12;1;0
2018;544;Surf Coast Secondary College;Torquay;36;104;98;28;1,6;3;0;0;3;0;0
2018;545;Suzanne Cory High School;Werribee;35;427;99;34;18,3;189;11;4;120;11;4
2018;546;Swan Hill College;Swan Hill;34;181;100;27;2,7;9;1;1;6;1;1
2018;547;Swifts Creek P-12 School;Swifts Creek;17;12;100;24;0;0;0;0;0;0;0
2018;548;Swinburne Senior Secondary College;Hawthorn;62;246;97;28;4,4;27;5;2;19;4;2
2018;549;Swinburne University of Technology TAFE Croydon;Croydon;10;21;0;0;0;0;0;0;0;0;0
2018;550;Sydney Road Community School;Brunswick;16;22;100;26;0;0;0;0;0;0;0
2018;551;Tallangatta Secondary College;Tallangatta;29;92;100;26;3,7;8;0;0;7;0;0
2018;552;Tarneit Senior College;Tarneit;35;172;99;25;0,4;2;0;0;2;0;0
2018;553;Taylors Lakes Secondary College;Taylors Lakes;54;290;99;26;1,2;9;0;0;9;0;0
2018;554;Templestowe College;Templestowe Lower;58;293;93;28;3,5;17;1;1;13;1;1
2018;555;Terang College Secondary Campus;Terang;20;24;100;28;3;2;0;0;2;0;0
2018;556;The Geelong College;Newtown;39;230;100;33;15,2;114;12;6;74;11;5
2018;557;The Grange P-12 College;Hoppers Crossing;33;127;97;28;3,2;10;0;0;8;0;0
2018;558;The Hamilton and Alexandra College;Hamilton;36;121;100;32;9,6;31;1;0;20;1;0
2018;559;The King David School;Armadale;39;115;100;35;23,1;55;8;6;37;8;6
2018;560;The Knox School;Wantirna South;30;123;100;32;8,4;28;0;0;22;0;0
2018;561;Theatre De La Danse;Brighton;;;;;;1;0;0;1;0;0
2018;562;Thomas Carr College;Tarneit;59;329;99;27;2;13;0;0;11;0;0
2018;563;Thomastown Secondary College;Thomastown;33;106;94;24;1,2;2;0;0;2;0;0
2018;564;Thornbury High School;Thornbury;44;232;99;30;2,9;9;1;0;6;1;0
2018;565;Timboon P-12 School;Timboon;24;43;100;25;0;0;0;0;0;0;0
2018;566;Tintern Grammar;Ringwood East;45;134;100;32;9,8;33;2;0;22;2;0
2018;567;Toorak College;Mount Eliza;35;142;100;34;19,2;87;2;0;59;2;0
2018;568;Trafalgar High School;Trafalgar;30;124;95;27;2,7;7;0;0;7;0;0
2018;569;Traralgon College;Traralgon;33;125;88;24;0,9;2;0;0;2;0;0
2018;570;Trinity College;Colac;40;141;100;28;4;17;0;0;12;0;0
2018;571;Trinity Grammar School;Kew;38;268;99;35;21,2;191;25;12;132;19;11
2018;572;Tyrrell College;Sea Lake;14;30;100;28;12,7;8;0;0;5;0;0
2018;573;Ukrainian Community School;Noble Park;;;;;;1;0;0;1;0;0
2018;574;University High School;Parkville;54;401;100;33;14,9;155;10;4;93;8;3
2018;575;Upper Yarra Secondary College;Yarra Junction;41;78;95;25;2,2;2;0;0;1;0;0
2018;576;Upwey High School;Upwey;55;158;100;26;3,3;2;0;0;1;0;0
2018;577;Vermont Secondary College;Vermont;55;348;100;31;8,9;91;8;5;65;7;5
2018;578;Victoria University of Technology TAFE Footscray;Footscray;21;52;86;21;0;0;0;0;0;0;0
2018;579;Victoria University Secondary College Brimbank Campus;St Albans;47;177;97;26;2,5;9;0;0;9;0;0
2018;580;Victorian College for the Deaf;Melbourne;0;0;0;0;0;3;0;0;3;0;0
2018;581;Victorian College of the Arts Secondary School;Southbank;26;207;96;33;16,1;71;13;7;56;13;7
2018;582;Victorian Tamil Association;Glen Waverley;;;;;;2;2;0;2;2;0
2018;583;Victorian Virtual Learning Network;Bendigo;;;;;;1;0;0;1;0;0
2018;584;Victory Christian College;Strathdale;30;40;100;29;3,5;4;0;0;3;0;0
2018;585;Victory Lutheran College;Wodonga;25;84;100;28;4,2;10;1;1;6;1;1
2018;586;Viewbank College;Viewbank;56;291;99;32;10,4;82;9;2;49;8;2
2018;587;VSL Altona North-Footscray-Sunshine-Ballarat;Thornbury;;;;;;9;1;0;9;1;0
2018;588;VSL Box Hill-Blackburn-Doncaster;Thornbury;;;;;;17;1;0;17;1;0
2018;589;VSL Croydon-Cobram-Shepparton-Bendigo-Warrnambool;Thornbury;;;;;;2;0;0;2;0;0
2018;590;VSL Dandenong-Hampton Park-Berwick;Thornbury;;;;;;6;0;0;6;0;0
2018;591;VSL Distance Education;Thornbury;;;;;;36;4;1;36;4;1
2018;592;VSL Glen Waverley-Carwatha-Mildura;Thornbury;;;;;;17;1;1;17;1;1
2018;593;VSL Keilor Downs-Creekside-Melton-Taylors Lakes-Gisborne-Craigieburn;Thornbury;;;;;;2;0;0;2;0;0
2018;594;VSL North Geelong-Matthew Flinders-Werribee-Point Cook;Thornbury;;;;;;3;0;0;3;0;0
2018;595;VSL Thomastown-Lalor-Roxburgh Park-Epping;Thornbury;;;;;;11;1;1;11;1;1
2018;596;VSL Traralgon-Brentwood-Haileybury;Thornbury;;;;;;8;2;2;8;2;2
2018;597;VSL University-Brunswick-Collingwood;Thornbury;;;;;;30;4;0;30;4;0
2018;598;VSL Westall-South Oakleigh-McKinnon;Thornbury;;;;;;10;0;0;10;0;0
2018;599;Wallan Secondary College;Wallan;40;102;82;22;0,8;0;0;0;0;0;0
2018;600;Wanganui Park Secondary College;Shepparton;53;220;96;27;2,3;12;0;0;8;0;0
2018;601;Wangaratta High School;Wangaratta;45;158;95;27;4,4;13;0;0;12;0;0
2018;602;Wantirna College;Wantirna;54;264;98;28;3,8;28;1;0;18;1;0
2018;603;Warracknabeal Secondary College;Warracknabeal;22;33;100;29;6,1;3;1;0;2;1;0
2018;604;Warragul Regional College;Warragul;46;170;99;27;2,5;5;0;0;4;0;0
2018;605;Warrandyte High School;Warrandyte;37;115;96;28;2,7;6;0;0;5;0;0
2018;606;Warrnambool College;Warrnambool;48;238;94;27;3,3;20;1;1;13;1;1
2018;607;Waverley Christian College Wantirna South;Wantirna South;49;249;100;33;10,8;73;4;2;46;4;2
2018;608;Wedderburn College;Wedderburn;22;38;100;27;0;0;0;0;0;0;0
2018;;;;;;;;;;;;;;
2018;609;Wellington Secondary College;Mulgrave;54;442;100;29;4,9;62;1;1;43;1;1
2018;610;Werribee Secondary College;Werribee;79;341;94;30;9,2;50;6;3;27;3;2
2018;611;Werrimull P-12 School;Werrimull;7;5;100;26;0;0;0;0;0;0;0
2018;612;Wesley College Glen Waverley;Glen Waverley;35;120;100;32;8,7;41;2;1;30;2;1
2018;613;Wesley College St Kilda Rd;Melbourne;46;165;99;32;10,1;51;7;3;34;5;3
2018;614;Westall Secondary College;Clayton South;36;130;99;27;3,6;4;0;0;4;0;0
2018;615;Westbourne Grammar School;Truganina;34;203;100;34;16,5;103;4;2;61;4;2
2018;616;Western Chinese Language School Braybrook;Braybrook;;;;;;1;0;0;1;0;0
2018;617;Western Heights College;Hamlyn Heights;38;100;83;24;0,6;0;0;0;0;0;0
2018;618;Western Port Secondary College;Hastings;45;82;97;25;0;0;0;0;0;0;0
2018;619;Western Senior Secondary College;West Melbourne;1;43;0;0;0;0;0;0;0;0;0
2018;620;Wheelers Hill Secondary College;Wheelers Hill;37;122;98;26;1,4;3;1;1;3;1;1
2018;621;Whitefriars College;Donvale;45;307;98;30;4,5;11;0;0;8;0;0
2018;622;Whittlesea Secondary College;Whittlesea;33;144;96;26;2,4;1;0;0;1;0;0
2018;623;William Angliss Institute of TAFE;Melbourne;10;12;0;0;0;0;0;0;0;0;0
2018;624;William Ruthven Secondary College;Reservoir;25;98;92;26;0,9;1;0;0;1;0;0
2018;625;Williamstown High School;Williamstown;55;402;98;32;9,1;79;4;2;59;4;2
2018;626;Wodonga Institute of TAFE;West Wodonga;8;5;0;0;0;0;0;0;0;0;0
2018;627;Wodonga Senior Secondary College;Wodonga;64;272;91;24;2,5;13;0;0;6;0;0
2018;628;Wonthaggi Secondary College;Wonthaggi;46;194;98;27;4;22;0;0;15;0;0
2018;629;Woodleigh School;Langwarrin South;50;131;100;31;12,4;48;3;3;28;3;3
2018;630;Woodmans Hill Secondary College;Ballarat East;26;37;95;24;1,3;1;1;0;1;1;0
2018;631;Wycheproof P-12 College;Wycheproof;14;16;100;31;2,9;1;0;0;1;0;0
2018;632;Wyndham Central Secondary College;Werribee;42;116;93;24;0,4;0;0;0;0;0;0
2018;633;Wyndham Community and Education Centre;Werribee;4;20;0;0;0;0;0;0;0;0;0
2018;634;Xavier College;Kew;43;391;100;34;17;225;18;8;123;15;8
2018;635;Xin Jin Shan Chinese Language and Culture School;Mount Waverley;;;;;;37;1;1;37;1;1
2018;636;Yarra Hills Secondary College Mooroolbark;Mooroolbark;42;110;100;25;0,7;2;0;0;1;0;0
2018;637;Yarra Valley Grammar School;Ringwood;44;312;100;34;17,2;150;8;3;83;7;3
2018;638;Yarram Secondary College;Yarram;30;62;100;25;2,6;4;0;0;2;0;0
2018;639;Yarrawonga College P-12;Yarrawonga;20;55;95;26;0,9;1;0;0;1;0;0
2018;640;Yea High School;Yea;31;94;96;25;1,8;2;0;0;2;0;0
2018;641;Yeshivah College;St Kilda East;20;53;100;33;15,6;8;0;0;5;0;0
2018;642;Yesodei Hatorah College Secondary Campus;Ormond;10;23;100;34;24;4;1;1;3;1;1
2018;643;Yuille Park Community College;Wendouree;1;0;0;0;0;0;0;0;0;0;0
2019;1;Academy of Mary Immaculate;Fitzroy;36;125;100;31;7;31;2;0;24;2;0
2019;2;Adass Israel School Elsternwick;Elsternwick;7;70;0;0;0;0;0;0;0;0;0
2019;3;Advance College of Education;Rosebud;5;7;0;0;0;0;0;0;0;0;0
2019;4;Aitken College;Greenvale;50;151;99;29;4,9;25;1;0;14;1;0
2019;5;Al Siraat College;Epping;16;54;100;27;1,3;1;0;0;1;0;0
2019;6;Al-Taqwa College Islamic Schools of Vic;Truganina;25;170;97;27;2,9;10;0;0;7;0;0
2019;7;Albert Park College;Albert Park;52;255;98;31;8,6;67;7;3;42;7;3
2019;8;Albury Wodonga Community College;Wodonga;3;19;0;0;0;0;0;0;0;0;0
2019;9;Alexandra Secondary College;Alexandra;17;58;96;28;3;3;0;0;2;0;0
2019;10;Alia College;Hawthorn East;21;19;90;20;0;0;0;0;0;0;0
2019;;;;;;;;;;;;;;
2019;11;Alice Miller School Macedon;Macedon;23;33;100;31;7,2;2;0;0;1;0;0
2019;12;Alkira Secondary College;Cranbourne North;52;181;100;28;3,4;10;0;0;5;0;0
2019;13;Alphington Grammar School;Alphington;26;112;100;32;14;44;2;1;29;2;1
2019;14;Antonine College Senior Campus;Pascoe Vale South;28;88;98;27;1,9;6;0;0;5;0;0
2019;15;Apollo Bay P-12 College;Apollo Bay;15;26;100;28;1,6;1;0;0;1;0;0
2019;16;Aquinas College;Ringwood;65;394;100;30;5,6;55;2;1;45;2;1
2019;17;Ararat College;Ararat;16;24;100;24;0;0;0;0;0;0;0
2019;18;Armenian Aginian School Surrey Hills;Surrey Hills;;;;;;1;0;0;1;0;0
2019;19;Ashwood High School;Ashwood;28;53;97;30;4,3;8;0;0;6;0;0
2019;20;Assumption College;Kilmore;66;335;100;28;3,5;27;1;1;21;1;1
2019;21;Auburn High School;Hawthorn East;30;83;92;30;8,8;15;0;0;11;0;0
2019;22;Australian International Academy Coburg;North Coburg;13;26;96;23;0,8;1;0;0;1;0;0
2019;23;Austurk Saturday Turkish School;Gladstone Park;;;;;;1;0;0;1;0;0
2019;24;Ave Maria College;Aberfeldie;44;247;100;33;9,5;46;2;0;36;2;0
2019;25;Avila College;Mount Waverley;48;242;100;32;8,7;62;3;1;40;3;1
2019;26;Bacchus Marsh College;Bacchus Marsh;39;139;93;26;2;4;0;0;2;0;0
2019;27;Bacchus Marsh Grammar;Bacchus Marsh;37;251;100;31;9,2;65;7;1;55;7;1
2019;28;Baimbridge College;Hamilton;29;80;100;22;0,5;0;0;0;0;0;0
2019;29;Bairnsdale Secondary College;Bairnsdale;48;204;91;23;0,5;2;0;0;1;0;0
2019;30;Balcombe Grammar School;Mount Martha;35;119;100;31;7,9;27;1;0;16;1;0
2019;31;Ballarat Christian College;Sebastopol;17;35;100;29;23,1;2;0;0;1;0;0
2019;32;Ballarat Clarendon College;Ballarat;33;195;99;39;45;248;28;11;124;20;9
2019;33;Ballarat Grammar School;Wendouree;46;334;100;32;13,9;118;6;3;78;4;3
2019;34;Ballarat High School;Ballarat;65;323;92;29;3,8;23;2;1;19;2;1
2019;35;Balmoral Community College;Balmoral;6;6;100;0;0;0;0;0;0;0;0
2019;36;Balwyn High School;Balwyn North;47;571;100;34;18,6;310;29;11;178;23;8
2019;37;Bayside Christian College;Langwarrin South;35;73;97;29;3,8;5;0;0;4;0;0
2019;38;Bayside College Paisley Campus;Newport;44;128;100;28;2,7;6;0;0;6;0;0
2019;39;Bayswater Secondary College;Bayswater;24;32;94;23;1,8;1;0;0;1;0;0
2019;40;Bayview College;Portland;20;38;100;28;0,9;1;0;0;1;0;0
2019;41;Beaconhills College Berwick;Berwick;41;248;99;29;4,3;25;1;0;20;1;0
2019;42;Beaconhills College Pakenham;Pakenham;37;174;100;30;4,8;27;2;1;19;2;1
2019;43;Beaufort Secondary College;Beaufort;15;23;100;26;0;0;0;0;0;0;0
2019;44;Beechworth Secondary College;Beechworth;21;45;100;25;5,1;2;1;1;2;1;1
2019;45;Belgrave Heights Christian School;Belgrave Heights;31;115;100;29;5,6;14;0;0;11;0;0
2019;46;Bellarine Secondary College;Drysdale;54;182;95;26;2,1;10;0;0;6;0;0
2019;47;Belmont High School;Belmont;71;326;97;28;4,9;39;5;4;27;4;3
